Address,Subdivision Name,City,Cumulative Days On Market,Days On Market,SqFt,Fireplaces Total,Heating,Year Built,Utilities,Longitude,Latitude,HOA Fee,HOA Fee Frequency,HOA Type,Cooling,County,Covered Spaces,Carport Spaces,Close Date,Close Price,Bath Full,Baths Half,Baths Total,# Dining Areas,# Living Areas,Beds Total,Bath Total,Acres,Current Price
609 Globe  Avenue ,Saginaw Park Add,Blue Mound,9,9,954,0,"Central, Natural Gas",1969,"City Sewer, City Water, Curbs, Individual Gas Meter, Individual Water Meter",-97.335091,32.857357,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,0,0.0,04/14/2022,"$173,150",1,0,1/0,1,2,2,1,0.206,"$173,150"
3019 Halbert  Street ,Hyde-Jennings Sub,Fort Worth,6,6,848,0,Central,1948,"City Sewer, City Water, Curbs, Electricity Available, Individual Gas Meter, Natural Gas Available",-97.216328,32.734236,,,None,"Central Air, Electric",Tarrant,1,1.0,05/12/2022,"$175,000",1,0,1/0,2,1,2,1,0.11,"$175,000"
110  W Cober  Drive ,Inglewood Terrace,Grand Prairie,1,1,"1,087",0,Central,1959,"City Sewer, City Water",-97.003199,32.717081,,,None,"Ceiling Fan(s), Central Air",Dallas,0,0.0,05/16/2022,"$175,000",1,1,1/1,1,0,3,2,0.171,"$175,000"
1008  E Ramsey  Avenue ,Ryan Southeast Add,Fort Worth,5,5,"1,190",0,Other,1932,"City Sewer, City Water, Electricity Available, Sidewalk",-97.315172,32.717115,,,None,Window Unit(s),Tarrant,0,0.0,05/06/2022,"$175,000",1,0,1/0,1,1,2,1,0.138,"$175,000"
1246  S Marsalis  Avenue ,Marsalis Manor,Dallas,9,9,"1,379",1,"Central, Natural Gas",1941,"City Sewer, City Water",-96.813794,32.733438,,,None,Central Air,Dallas,1,1.0,04/21/2022,"$175,000",1,0,1/0,1,1,3,1,0.176,"$175,000"
1208 Joly  Street ,Joly Ennis,Ennis,5,5,902,0,"Central, Electric",1962,City Sewer,-96.635879,32.317314,,,None,"Ceiling Fan(s), Central Air, Electric",Ellis,1,1.0,05/16/2022,"$175,000",1,0,1/0,1,1,3,1,0.207,"$175,000"
5439 Sonata  Lane ,Singing Hills,Dallas,0,0,"1,550",1,"Central, Electric",1958,"City Sewer, City Water",-96.803048,32.678949,,,None,"Ceiling Fan(s), Central Air, Electric, Gas",Dallas,2,0.0,05/20/2022,"$175,000",2,0,2/0,1,1,3,2,0.214,"$175,000"
5227 Stanley Keller  Road ,Browning Heights East,Haltom City,11,11,960,0,Natural Gas,1958,"Cable Available, City Sewer, City Water",-97.269752,32.824334,,,None,"Central Air, Electric",Tarrant,1,0.0,05/23/2022,"$175,000",1,0,1/0,1,1,3,1,0.181,"$175,000"
9004 Beckley View  Avenue ,Maria Suarez Add,Dallas,3,3,"1,397",0,"Central, Natural Gas",1950,"City Sewer, City Water",-96.83227,32.638816,,,None,"Central Air, Electric",Dallas,0,0.0,05/19/2022,"$175,000",2,0,2/0,1,1,3,2,0.184,"$175,000"
2700 Birch Park  Drive ,Richland Park Add,Richland Hills,5,5,"1,104",0,"Central, Natural Gas",1965,"Asphalt, Cable Available, City Sewer, City Water, Curbs, Electricity Connected, Natural Gas Available, Phone Available",-97.227036,32.799386,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/23/2022,"$175,000",2,0,2/0,1,1,3,2,0.179,"$175,000"
3214 King  Street ,Orig Town Of Greenville,Greenville,9,9,"1,068",0,"Central, Electric",1960,"City Sewer, City Water, Electricity Available, Electricity Connected, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.111515,33.134405,,,None,Central Air,Hunt,0,0.0,05/10/2022,"$176,000",2,0,2/0,1,1,3,2,0.115,"$176,000"
6517 Kary Lynn  Drive  S ,Bristol Square,Watauga,5,5,988,1,Electric,1984,"City Sewer, City Water, Curbs",-97.244275,32.875627,,,None,Electric,Tarrant,2,0.0,04/12/2022,"$176,000",2,0,2/0,1,1,3,2,0.158,"$176,000"
5413 Sun Valley  Drive ,Sun Valley Add,Fort Worth,2,2,752,0,"Central, Natural Gas",1955,"City Sewer, City Water, Individual Gas Meter",-97.239233,32.679176,,,None,Central Air,Tarrant,0,0.0,05/03/2022,"$177,000",1,0,1/0,1,1,2,1,0.147,"$177,000"
205 Sunflower  Drive ,Broadway Terrace,Garland,4,4,"1,689",2,"Central, Natural Gas",1959,"City Sewer, City Water",-96.62823,32.882917,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,1,0.0,05/03/2022,"$179,450",1,1,1/1,1,2,2,2,0.188,"$179,450"
1902 Whispering Oaks  Street ,Oak Grove Acres Addition,Burleson,4,4,"1,638",0,None,2005,"Outside City Limits, Septic, No City Services",-97.293474,32.56456,,,None,Wall/Window Unit(s),Tarrant,1,0.0,04/25/2022,"$179,500",2,0,2/0,1,0,3,2,0.59,"$179,500"
402  N 2nd  Street ,Crandall Original,Crandall,3,3,"1,144",0,Electric,1984,"City Sewer, City Water",-96.458213,32.631214,,,None,Electric,Kaufman,2,0.0,05/17/2022,"$179,777",1,0,1/0,1,2,3,1,0.25,"$179,777"
604 Greenwood  Street ,Virginia Heights,Terrell,7,7,896,0,Electric,2006,"Asphalt, City Sewer, City Water, Individual Water Meter",-96.269954,32.743322,,,None,Central Air,Kaufman,0,0.0,04/28/2022,"$180,000",2,0,2/0,1,1,3,2,0.241,"$180,000"
6717 Leana  Avenue ,Alameda Heights,Dallas,18,18,"1,276",1,Active Solar,1945,City Sewer,-96.783092,32.663493,,,None,Electric,Dallas,0,0.0,04/20/2022,"$180,000",1,1,1/1,2,1,2,2,0.159,"$180,000"
1809  S Clay  Street ,Kaufman Rev,Kaufman,2,2,"1,036",0,"Central, Electric",1993,"City Sewer, City Water",-96.311369,32.576952,,,None,"Central Air, Electric",Kaufman,1,0.0,04/14/2022,"$180,000",1,0,1/0,1,1,3,1,0.185,"$180,000"
1732 Hillside  Drive ,Rockwood Terrace Add,River Oaks,20,20,"1,275",0,Electric,1953,"City Sewer, City Water, Electricity Connected",-97.389943,32.78846,,,None,Electric,Tarrant,0,0.0,05/12/2022,"$180,000",1,0,1/0,1,1,3,1,0.295,"$180,000"
2215 Owens  Street ,West Haltom City,Haltom City,4,4,"1,140",0,Other,1947,"Asphalt, City Sewer, Curbs, Electricity Connected",-97.27659,32.792265,,,None,Other,Tarrant,0,0.0,04/29/2022,"$180,000",1,0,1/0,1,1,3,1,0.193,"$180,000"
2512 Pecan  Street ,Ashworth Add,Commerce,4,4,"1,392",0,Central,1971,"City Sewer, City Water",-95.899208,33.237857,,,None,"Central Air, Electric, Gas",Hunt,0,0.0,05/20/2022,"$180,000",2,0,2/0,1,1,3,2,0.289,"$180,000"
5748 Bowling  Drive ,Browning Heights North,Watauga,5,5,"1,556",0,Central,1962,"City Sewer, City Water, Concrete, Curbs",-97.258112,32.85496,,,None,Central Air,Tarrant,0,0.0,05/16/2022,"$180,000",2,1,2/1,1,2,3,3,0.227,"$180,000"
3310 Pacesetter  Drive ,Highland Hills 18,Dallas,4,4,"1,100",0,"Central, Electric",1971,"City Sewer, City Water",-96.769817,32.663666,,,None,"Central Air, Electric",Dallas,1,0.0,05/24/2022,"$180,000",1,1,1/1,1,1,3,2,0.165,"$180,000"
1607 Longview  Street ,Northridge Estates,Mesquite,4,4,"1,152",0,"Central, Electric",1956,"City Sewer, City Water",-96.609366,32.783078,,,None,Ceiling Fan(s),Dallas,2,1.0,04/12/2022,"$182,000",1,1,1/1,0,1,3,2,0.172,"$182,000"
7723 Huttig  Avenue ,Bruton Terrace,Dallas,9,9,"2,276",0,Electric,1955,"City Sewer, City Water",-96.689878,32.746487,,,None,Central Air,Dallas,2,2.0,04/29/2022,"$182,000",2,1,2/1,2,2,5,3,0.169,"$182,000"
1622 Virginia  Street ,Inglewood Park 01,Grand Prairie,2,2,"1,120",1,Electric,1956,"City Sewer, City Water, Curbs, Sidewalk",-97.012243,32.722759,,,None,"Central Air, Electric",Dallas,1,0.0,04/28/2022,"$182,202",1,0,1/0,1,1,3,1,0.176,"$182,202"
5905 Gayle  Drive ,Browning Heights North,Watauga,3,3,959,0,Natural Gas,1965,"Cable Available, City Sewer, City Water, Individual Gas Meter",-97.256997,32.854016,,,None,"Ceiling Fan(s), Central Air",Tarrant,2,0.0,05/13/2022,"$183,000",1,1,1/1,1,1,3,2,0.175,"$183,000"
421  S Interurban  Street ,Anna Original Donation,Anna,1,1,"1,344",0,Electric,1950,"Asphalt, Cable Available, City Sewer, City Water, Electricity Connected, Individual Gas Meter, Phone Available",-96.550225,33.345871,,,None,"Ceiling Fan(s), Central Air",Collin,0,0.0,05/12/2022,"$184,000",1,0,1/0,1,1,3,1,0.158,"$184,000"
4404 Landrum  Avenue ,City View,Dallas,4,4,912,0,Central,1956,"City Sewer, City Water",-96.779311,32.701701,,,None,Central Air,Dallas,0,0.0,04/20/2022,"$184,500",1,0,1/0,1,1,3,1,0.166,"$184,500"
1308 Hamsted  Street ,Greenbriar Add,Fort Worth,7,7,"1,184",0,Natural Gas,1952,"City Sewer, City Water, Concrete, Curbs, Electricity Available, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Overhead Utilities, Underground Utilities",-97.339436,32.665886,,,None,Central Air,Tarrant,1,1.0,05/05/2022,"$185,000",1,0,1/0,1,2,3,1,0.165,"$185,000"
6512 Ramey  Avenue ,Carver Heights,Fort Worth,4,4,792,0,Electric,1958,"City Sewer, City Water",-97.218499,32.720781,,,None,Electric,Tarrant,1,0.0,04/14/2022,"$185,000",1,0,1/0,1,1,3,1,0.157,"$185,000"
1216  E Park  Drive ,Eastern Heights 01,Mesquite,26,26,"1,554",0,"Central, Natural Gas",1962,"Cable Available, City Sewer, City Water",-96.580586,32.751789,,,None,"Central Air, Electric",Dallas,1,0.0,05/25/2022,"$185,000",2,0,2/0,1,1,3,2,0.165,"$185,000"
7326 Boisenberry  Lane ,Sugarberry Hill,Dallas,4,4,"1,476",1,Central,1979,"Alley, City Sewer, City Water",-96.950545,32.646146,,,None,"Ceiling Fan(s), Central Air",Dallas,2,0.0,03/31/2022,"$187,000",2,1,2/1,2,1,3,3,0.218,"$187,000"
3757 Charles  Street ,Richland Hills West Add,North Richland Hills,0,0,841,0,"Central, Electric",1954,"Asphalt, City Sewer, City Water",-97.241893,32.817559,,,None,"Central Air, Electric",Tarrant,0,0.0,05/19/2022,"$187,000",1,0,1/0,1,1,2,1,0.198,"$187,000"
1424 Bennett  Drive ,Sunset Add,Arlington,9,9,"1,080",0,Electric,1952,"City Sewer, City Water",-97.121164,32.722018,,,None,Wall/Window Unit(s),Tarrant,1,0.0,05/23/2022,"$187,500",1,0,1/0,1,1,3,1,0.172,"$187,500"
4301 Surrey  Street ,Kellis Park Add,Fort Worth,3,3,898,0,Natural Gas,1949,"City Sewer, City Water",-97.365379,32.684441,,,None,Central Air,Tarrant,0,0.0,05/03/2022,"$189,000",1,0,1/0,1,1,2,1,0.143,"$189,000"
1516 Stafford  Drive ,highland hills add,Fort Worth,1,1,"1,497",1,"Central, Electric",1956,"City Sewer, City Water",-97.304002,32.664668,,,None,"Central Air, Electric",Tarrant,1,0.0,04/01/2022,"$190,000",2,0,2/0,1,1,3,2,0.201,"$190,000"
3105 Robin  Road ,Greenville Hills Add # 3,Greenville,6,6,"1,611",0,"Central, Natural Gas",1974,"Asphalt, City Sewer, City Water, Curbs, Electricity Available",-96.114264,33.102307,,,None,"Ceiling Fan(s), Central Air",Hunt,0,0.0,04/19/2022,"$190,000",2,0,2/0,1,1,3,2,0.171,"$190,000"
5537 Burton  Avenue ,Parkside Add,Fort Worth,-3,-3,"1,003",0,"Central, Electric",1958,"City Sewer, City Water",-97.235873,32.714928,,,None,"Central Air, Electric",Tarrant,3,2.0,04/08/2022,"$190,000",1,0,1/0,1,1,3,1,0.174,"$190,000"
5315 Grovewood  Street ,Sunny Acres,Dallas,12,12,"1,116",0,"Central, Natural Gas",1916,"Cable Available, City Sewer, City Water, Electricity Connected, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Sewer Available, Sidewalk, Underground Utilities",-96.735723,32.761716,,,None,"Central Air, Electric",Dallas,0,0.0,04/28/2022,"$190,000",2,0,2/0,1,1,4,2,0.18,"$190,000"
2120  N Riverside  Drive ,Springdale Add,Fort Worth,4,4,782,0,Central,1943,"Cable Available, City Sewer, City Water, Curbs",-97.301636,32.790565,,,None,Central Air,Tarrant,0,0.0,04/29/2022,"$190,000",1,0,1/0,1,1,2,1,0.193,"$190,000"
2715 Roberts  Circle ,Hollandale East Add,Arlington,6,6,"1,216",0,Natural Gas,1960,"City Sewer, City Water",-97.059656,32.731247,,,None,Central Air,Tarrant,1,0.0,05/10/2022,"$190,000",2,0,2/0,1,1,3,2,0.165,"$190,000"
3223 Mayhew  Drive ,Country Club Park 01,Dallas,6,6,"1,044",0,"Central, Natural Gas",1954,"City Sewer, City Water, Concrete, Curbs",-96.661763,32.837291,,,None,"Attic Fan, Central Air, Electric",Dallas,1,0.0,05/03/2022,"$190,000",1,1,1/1,1,1,3,2,0.171,"$190,000"
645 Griffin  Street ,F M Phipps,Lancaster,4,4,"1,092",0,Central,1952,"City Sewer, City Water",-96.766456,32.59539,,,None,Central Air,Dallas,2,2.0,05/19/2022,"$191,000",2,0,2/0,1,2,1,2,0.221,"$191,000"
8615 Barclay  Street ,Tardys James N 02,Dallas,4,4,"1,498",0,Other,1960,"City Sewer, City Water, Curbs, See Remarks",-96.673703,32.750051,,,None,"Ceiling Fan(s), Other",Dallas,2,0.0,04/15/2022,"$192,000",2,0,2/0,1,2,3,2,0.179,"$192,000"
2518 Carter  Avenue ,Sycamore Heights,Fort Worth,8,8,"1,693",0,None,1924,"City Sewer, City Water, Concrete, Curbs, Electricity Connected",-97.290419,32.746405,,,None,"Ceiling Fan(s), Wall/Window Unit(s)",Tarrant,2,0.0,04/29/2022,"$192,000",2,0,2/0,1,2,3,2,0.321,"$192,000"
3603 Casa Ridge  Drive ,Casa Ridge Heights 03,Mesquite,10,10,"1,286",0,Central,1962,"Alley, Cable Available, City Sewer, City Water, Curbs, Electricity Connected, Individual Water Meter, Sidewalk",-96.636562,32.811748,,,None,Central Air,Dallas,0,0.0,05/16/2022,"$192,000",2,0,2/0,1,1,2,2,0.165,"$192,000"
9535 Larga  Drive ,Walnut Hill Estates,Dallas,4,4,838,0,Central,1946,"City Sewer, City Water",-96.862029,32.866525,,,None,Window Unit(s),Dallas,0,0.0,04/29/2022,"$195,000",1,0,1/0,1,0,2,1,0.164,"$195,000"
4108 Sandage  Avenue ,Newton-Carb Add,Fort Worth,2,2,992,0,Central,1947,"Cable Available, City Sewer, City Water, Curbs, Electricity Connected, Individual Gas Meter",-97.354485,32.687365,,,None,Central Air,Tarrant,2,2.0,04/27/2022,"$196,000",2,0,2/0,1,1,3,2,0.186,"$196,000"
2523  S Vernon  Avenue ,Elmdale,Dallas,27,27,"1,980",0,"Space Heater, Other",1945,"Alley, City Sewer, City Water, Curbs",-96.837138,32.720819,,,None,"Window Unit(s), Other",Dallas,0,0.0,05/04/2022,"$196,500",2,0,2/0,2,2,4,2,0.158,"$196,500"
2240 Marburg  Street ,Irwins Alex M,Dallas,8,8,"1,324",0,"Central, Electric",1911,"City Sewer, City Water",-96.761039,32.751812,,,None,"Central Air, Electric",Dallas,0,0.0,04/25/2022,"$196,500",1,0,1/0,1,1,3,1,0.217,"$196,500"
1315 Crestview  Drive ,Kaufman East 1,Kaufman,3,3,"1,338",0,Natural Gas,1979,"City Sewer, City Water",-96.305126,32.574252,,,None,Central Air,Kaufman,0,0.0,04/21/2022,"$197,500",1,0,1/0,1,1,3,1,0.215,"$197,500"
1004 Turner  Parkway ,Peltwood Park,Grand Prairie,7,7,"1,202",0,Central,1945,"Cable Available, City Sewer, City Water",-96.989677,32.737316,,,None,Central Air,Dallas,0,0.0,05/02/2022,"$199,000",2,0,2/0,1,1,3,2,0.162,"$199,000"
3921 Alamo  Avenue ,Factory Place Add,Fort Worth,8,8,"1,086",0,Central,1947,"City Sewer, City Water, Concrete",-97.37525,32.73125,,,None,Central Air,Tarrant,0,0.0,05/24/2022,"$199,000",1,0,1/0,1,1,3,1,0.138,"$199,000"
6816 Hollis  Avenue ,Parkdale Heights,Dallas,8,8,"1,189",0,"Central, Natural Gas",1949,"City Sewer, City Water",-96.702431,32.766542,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,0,0.0,05/02/2022,"$199,300",1,0,1/0,1,1,3,1,0.183,"$199,300"
1616 Fuller  Street ,Orig Town Of Greenville,Greenville,38,38,"1,200",0,"Central, Electric",2019,"Asphalt, City Sewer, City Water, Co-op Electric",-96.110685,33.145626,,,None,"Central Air, Electric",Hunt,0,0.0,05/12/2022,"$199,900",2,0,2/0,1,1,3,2,0.133,"$199,900"
1009 Pyramid  Drive ,Carriagehouse Estates,Garland,1,1,"2,344",1,"Central, Electric",1979,"City Sewer, City Water",-96.6196,32.934596,,,None,"Central Air, Electric",Dallas,2,0.0,04/27/2022,"$199,900",2,1,2/1,0,1,4,3,0.177,"$199,900"
1316 Edney  Street ,Greenbriar Add,Fort Worth,4,4,988,0,"Central, Gas Jets",1952,"City Sewer, City Water, Individual Gas Meter, Individual Water Meter",-97.339291,32.667605,,,None,"Central Air, Electric",Tarrant,2,1.0,04/22/2022,"$200,000",1,0,1/0,1,1,3,1,0.258,"$200,000"
1328 Dent  Street ,Freeman Heights,Garland,6,6,"1,108",0,Central,1949,"City Sewer, City Water, Concrete, Curbs",-96.647736,32.92114,,,None,Central Air,Dallas,1,0.0,04/22/2022,"$200,000",1,0,1/0,1,2,2,1,0.161,"$200,000"
3326 Brandon  Street ,Bluebonnet Lawn,Dallas,0,0,"1,202",0,"Central, Electric",1948,"City Sewer, City Water",-96.875409,32.730855,,,None,"Central Air, Electric",Dallas,0,0.0,03/31/2022,"$200,000",1,1,1/1,1,1,3,2,0.16,"$200,000"
3103 Dorchester  Drive ,Harvest Hills III Add,Arlington,8,8,"1,389",1,Central,1978,"City Sewer, City Water",-97.082337,32.694756,,,None,Central Air,Tarrant,2,0.0,04/15/2022,"$200,000",2,0,2/0,1,1,3,2,0.121,"$200,000"
6801 Lakeside  Drive ,Lakeview Heights Add,Lake Worth,5,5,818,0,Central,1952,"City Sewer, City Water",-97.437052,32.820908,,,None,Central Air,Tarrant,2,2.0,05/06/2022,"$200,000",1,0,1/0,1,1,2,1,0.207,"$200,000"
3781 County Road 494 ,"Thomas Jouett Survey, Ab 472",Princeton,4,4,"1,074",0,Space Heater,1950,"Aerobic Septic, Gravel/Rock",-96.468079,33.220546,,,None,Wall/Window Unit(s),Collin,0,0.0,05/18/2022,"$200,000",1,0,1/0,1,1,3,1,0.649,"$200,000"
4208 Fairfax  Street ,Ridglea West Add,Fort Worth,9,9,720,0,Central,1948,"City Sewer, City Water",-97.44511,32.709542,,,None,Central Air,Tarrant,0,0.0,05/09/2022,"$200,000",1,0,1/0,1,1,2,1,0.193,"$200,000"
904 Royal  Street ,Pinson,Forney,5,5,950,0,"Central, Electric",1968,"City Sewer, City Water, Concrete, Curbs, Sidewalk",-96.465219,32.758954,,,None,Ceiling Fan(s),Kaufman,1,1.0,05/10/2022,"$200,000",1,0,1/0,1,1,2,1,0.277,"$200,000"
3301 Roosevelt  Drive ,Dalworthington Gardens Add,Dalworthington Gardens,1,1,"1,198",1,"Central, Electric",1931,"All Weather Road, City Sewer, City Water",-97.151689,32.692332,,,None,"Central Air, Electric",Tarrant,2,0.0,04/21/2022,"$200,000",1,0,1/0,1,1,2,1,1.029,"$200,000"
100  S 1st  Street ,Herman Heider abstract,Crandall,3,3,"1,496",1,Electric,1987,"Cable Available, City Sewer, City Water",-96.458543,32.627349,,,None,Electric,Kaufman,0,0.0,04/25/2022,"$200,000",2,0,2/0,1,1,3,2,0.36,"$200,000"
7216 Church  Street ,East Handley Heights Add,Fort Worth,5,5,880,0,"Central, Natural Gas",1930,"City Sewer, City Water, Individual Gas Meter, Individual Water Meter",-97.204899,32.732717,,,None,"Ceiling Fan(s), Central Air",Tarrant,0,0.0,05/12/2022,"$200,000",1,0,1/0,1,1,2,1,0.585,"$200,000"
204 Bratcher  Street ,Blue Ridge Original Donation,Blue Ridge,8,8,"1,100",0,Electric,1960,City Sewer,-96.402329,33.299889,,,None,"Attic Fan, Ceiling Fan(s), Central Air, Electric",Collin,2,2.0,05/25/2022,"$200,000",2,0,2/0,0,1,3,2,0.13,"$200,000"
554 Pebble  Road ,Irwin Keasler Dev Red Bird 04,Duncanville,7,7,"1,314",1,Central,1971,Concrete,-96.920497,32.657801,,,None,Central Air,Dallas,2,0.0,05/17/2022,"$200,000",2,0,2/0,1,2,3,2,0.314,"$200,000"
5020 Palo Alto  Drive ,Two Worlds Broadway,Garland,3,3,"1,033",1,"Central, Electric, Fireplace(s)",1977,"Cable Available, City Sewer, City Water",-96.599722,32.852595,$90,Monthly,Mandatory,"Ceiling Fan(s), Central Air, Electric",Dallas,1,0.0,04/05/2022,"$201,000",1,1,1/1,1,1,2,2,0.068,"$201,000"
2613 Globe  Avenue ,Cloverdale 06,Dallas,3,3,"1,212",0,"Central, Natural Gas",1958,"Alley, Cable Available, City Sewer, City Water",-96.670313,32.815345,,,None,"Attic Fan, Ceiling Fan(s), Central Air, Electric",Dallas,1,0.0,04/29/2022,"$201,377",1,1,1/1,1,1,3,2,0.191,"$201,377"
114 Oak  Drive ,Massengill 01,Terrell,4,4,"1,149",0,Central,1956,"Cable Available, City Sewer, City Water",-96.283435,32.752119,,,None,"Central Air, Gas",Kaufman,1,1.0,05/03/2022,"$202,000",1,0,1/0,1,1,2,1,0.28,"$202,000"
5025 Lyndon  Drive ,Arlington Heights West,Fort Worth,3,3,"1,140",0,"Central, Natural Gas",1951,"City Sewer, City Water",-97.448868,32.700135,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,4,2.0,05/18/2022,"$202,000",2,0,2/0,1,1,3,2,0.343,"$202,000"
2912 Avenue L ,Polytechnic Heights Add,Fort Worth,5,5,"1,001",1,Central,1925,"City Sewer, City Water",-97.282916,32.725088,,,None,Central Air,Tarrant,0,0.0,05/20/2022,"$202,000",2,0,2/0,0,1,3,2,0.144,"$202,000"
2900 Avenue J ,Polytechnic Heights Add,Fort Worth,5,5,"1,156",0,Central,1930,"City Sewer, City Water",-97.283245,32.726892,,,None,"Ceiling Fan(s), Central Air",Tarrant,0,0.0,04/25/2022,"$203,000",1,0,1/0,1,1,3,1,0.144,"$203,000"
3431 Caracas  Drive ,Country Club Estates,Mesquite,18,18,"1,016",0,"Central, Natural Gas, Other",1959,"City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Sidewalk, Other",-96.651444,32.830384,,,None,Ceiling Fan(s),Dallas,0,0.0,05/06/2022,"$203,000",1,1,1/1,1,1,3,2,0.194,"$203,000"
300 Suzanne  Street ,Mc Clain,Palmer,3,3,"1,008",0,Central,1991,"Asphalt, Cable Available, City Sewer, City Water",-96.664655,32.430096,,,None,"Ceiling Fan(s), Central Air",Ellis,1,1.0,05/03/2022,"$203,000",1,0,1/0,1,1,3,1,0.253,"$203,000"
2220 Andover  Street ,Sansom Park Add,Sansom Park,4,4,"1,040",0,Electric,1984,"City Sewer, City Water",-97.401004,32.794134,,,None,"Ceiling Fan(s), Electric",Tarrant,2,0.0,04/29/2022,"$204,000",1,0,1/0,1,1,2,1,0.296,"$204,000"
1421 Autumn Leaves  Trail ,Singing Hills,Dallas,7,7,"1,746",0,"Central, Natural Gas",1957,"City Sewer, City Water",-96.801017,32.680431,,,None,"Central Air, Electric",Dallas,0,0.0,04/14/2022,"$205,000",2,0,2/0,2,2,3,2,0.212,"$205,000"
5709 Shipp  Drive ,Browning Heights North,Watauga,9,9,"1,134",0,Central,1964,"City Sewer, City Water",-97.260342,32.853906,,,None,"Ceiling Fan(s), Central Air",Tarrant,0,0.0,04/29/2022,"$205,000",1,1,1/1,1,2,3,2,0.17,"$205,000"
4216 Whitehall  Street ,Whitehall Add,Fort Worth,5,5,994,0,Central,1954,"Alley, City Sewer, City Water, Electricity Available, Electricity Connected, Individual Gas Meter, Individual Water Meter",-97.26191,32.707344,,,None,"Ceiling Fan(s), Central Air",Tarrant,1,1.0,05/15/2022,"$205,000",2,0,2/0,0,1,3,2,0.165,"$205,000"
5132 Sears  Drive ,Grove Hill Add,Fort Worth,3,3,"1,012",0,"Central, Electric",1971,"City Sewer, City Water",-97.243842,32.71638,,,None,"Central Air, Electric",Tarrant,1,0.0,05/06/2022,"$205,000",2,0,2/0,1,1,3,2,0.144,"$205,000"
4803 Bedford  Drive ,Casa View Heights 18,Mesquite,7,7,"1,764",0,Central,1958,"City Sewer, City Water, Electricity Connected, Individual Water Meter, Natural Gas Available",-96.642417,32.832028,,,None,Central Air,Dallas,1,0.0,04/29/2022,"$205,000",2,1,2/1,2,2,4,3,0.186,"$205,000"
2217 Gould  Avenue ,North Fort Worth,Fort Worth,4,4,"1,298",1,"Central, Fireplace(s)",1921,"City Sewer, City Water, Concrete, Curbs, Electricity Connected, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Overhead Utilities, Phone Available, Sidewalk",-97.360629,32.785756,,,None,Central Air,Tarrant,2,0.0,05/12/2022,"$205,000",2,0,2/0,2,1,3,2,0.129,"$205,000"
604 Aldridge  Street ,Enlow Place Add,Commerce,6,6,"1,163",0,"Central, Electric",2000,"City Sewer, City Water",-95.890653,33.239727,,,None,"Central Air, Electric",Hunt,1,1.0,05/12/2022,"$206,000",2,0,2/0,1,1,3,2,0.432,"$206,000"
6741 Mike  Drive ,Hillview Add,North Richland Hills,3,3,"1,431",0,"Central, Natural Gas",1952,"City Sewer, City Water, Curbs, Overhead Utilities",-97.236782,32.827364,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,04/08/2022,"$206,000",2,0,2/0,1,1,3,2,0.264,"$206,000"
3900 Windhaven  Road ,Candleridge Add,Fort Worth,3,3,"1,442",1,Central,1977,"City Sewer, City Water",-97.375522,32.641509,,,None,Central Air,Tarrant,2,0.0,05/13/2022,"$206,000",2,0,2/0,1,1,3,2,0.177,"$206,000"
4406 Tacoma  Street ,Hurts R M,Dallas,3,3,"1,111",0,Central,1951,"City Sewer, City Water",-96.774767,32.704711,,,None,Central Air,Dallas,0,0.0,05/24/2022,"$207,000",1,0,1/0,1,1,3,1,0.191,"$207,000"
